Time,20220506_num_of_trades,20220506_1_min_TrdCnt%Change,20220506_5_min_TrdCnt%Change,20220506_running_min_1,20220506running_max_1,20220505_num_of_trades,20220505_1_min_TrdCnt%Change,20220505_5_min_TrdCnt%Change
00:47:00,14765,-0.12081695843753726,-0.14266635698525143,8009.0,27234.0,14150,-0.20483281820736166,-0.18915821442897252
00:48:00,17355,0.17541483237385713,-0.12139928112185494,8009.0,27234.0,16142,0.14077738515901062,-0.3132524994681982
00:49:00,11854,-0.31696917314894846,-0.3806040338593375,8009.0,27234.0,23869,0.4786891339363153,0.05985524621464422
00:50:00,15592,0.3153365952421123,-0.24781706787592261,8009.0,27234.0,27641,0.1580292429511081,0.23281744792828163
00:51:00,11363,-0.27122883530015396,-0.32338930570441826,8009.0,27234.0,17525,-0.3659780760464527,-0.015172801348693477
00:52:00,12714,0.11889465810085365,-0.13890958347443283,8009.0,27234.0,18434,0.05186875891583442,0.302756183745583
00:53:00,17257,0.35732263646374074,-0.005646787669259634,8009.0,27234.0,15990,-0.13258110014104374,-0.009416429190930442
00:54:00,17891,0.036738714724459554,0.5092795680782858,8009.0,27234.0,16783,0.04959349593495932,-0.29687041769659395
00:55:00,15604,-0.12782963501201716,0.000769625448948208,8009.0,27234.0,23751,0.41518202943454696,-0.14073296914004563
00:56:00,14658,-0.06062548064598816,0.2899762386693654,8009.0,27234.0,16172,-0.3191023535851122,-0.07720399429386593
00:57:00,18378,0.25378632828489556,0.4454931571495988,8009.0,27234.0,14157,-0.12459807073954987,-0.2320169252468265
00:58:00,16705,-0.09103275655675269,-0.031987019760097324,8009.0,27234.0,11975,-0.15412869958324504,-0.2510944340212633
00:59:00,13306,-0.20347201436695606,-0.2562741042982505,8009.0,27234.0,12758,0.06538622129436322,-0.23982601441935292
01:00:00,17785,0.3366150608747933,0.13977185337093045,8009.0,27234.0,18283,0.4330616084025709,-0.23022188539429922
01:01:00,28035,0.5763283666010683,0.9126074498567336,8009.0,28035.0,16311,-0.10785976043318934,0.008595102646549613
01:02:00,14826,-0.47116104868913855,-0.19327456741756444,8009.0,28035.0,13957,-0.14431978419471525,-0.014127286854559551
01:03:00,10251,-0.3085795224605423,-0.3863513917988626,8009.0,28035.0,15005,0.07508776957798946,0.253027139874739
01:04:00,15830,0.5442395863818164,0.1896888621674433,8009.0,28035.0,14532,-0.031522825724758397,0.13905000783821908
01:05:00,14567,-0.0797852179406191,-0.18093899353387688,8009.0,28035.0,15731,0.08250756950178917,-0.13958321938412732
01:06:00,13167,-0.09610764055742427,-0.5303370786516854,8009.0,28035.0,18891,0.20087724874451718,0.15817546441052044
01:07:00,17293,0.3133591554644186,0.16639687036287598,8009.0,28035.0,19587,0.036842941083055525,0.4033818155764133
01:08:00,11419,-0.33967501301104497,0.11394010340454597,8009.0,28035.0,17425,-0.11037933323122484,0.16127957347550814
01:09:00,9349,-0.1812768193361941,-0.40941250789639927,8009.0,28035.0,15332,-0.12011477761836442,0.055050922102945155
01:10:00,12867,0.3762969301529575,-0.11670213496258663,8009.0,28035.0,16118,0.05126532741977563,0.024601106096242997
01:11:00,11872,-0.07732960286002954,-0.09835194045720363,8009.0,28035.0,12118,-0.24816974810770565,-0.35853051717749196
01:12:00,9551,-0.1955020215633423,-0.4476955993754699,8009.0,28035.0,12283,0.013616108268691196,-0.37290039311788437
01:13:00,9532,-0.001989320490001001,-0.16525089762676237,8009.0,28035.0,15008,0.22185133924936906,-0.13870875179340025
01:14:00,13899,0.4581409987410827,0.48668306770777625,8009.0,28035.0,13925,-0.07216151385927505,-0.09176884946517083
01:15:00,10708,-0.2295848622203036,-0.16779358047718973,8009.0,28035.0,20155,0.4473967684021545,0.2504653182777019
01:16:00,14569,0.36057153530070973,0.22717318059299196,8009.0,28035.0,15065,-0.25254279335152563,0.2431919458656544
01:17:00,9137,-0.3728464548012904,-0.043346246466338556,8009.0,28035.0,27107,0.7993362097577166,1.2068712855165677
01:18:00,13096,0.43329320345846556,0.37389844733529154,8009.0,28035.0,39772,0.46722248865606675,1.650053304904051
01:19:00,14402,0.09972510690287106,0.036189653931937515,8009.0,28035.0,21876,-0.44996479935633105,0.5709874326750448
01:20:00,15287,0.061449798639077846,0.4276242062009712,8009.0,28035.0,23354,0.0675626257085391,0.15871992061523188
01:21:00,13841,-0.0945901746582063,-0.04996911249914204,8009.0,28035.0,18791,-0.19538408837886445,0.24732824427480926
01:22:00,9840,-0.2890687089083158,0.07693991463281158,8009.0,28035.0,17397,-0.07418445000266083,-0.3582100564429852
01:23:00,7834,-0.20386178861788617,-0.4018020769700672,7834.0,28035.0,18332,0.05374489854572628,-0.5390727144724932
01:24:00,9829,0.25465917794230286,-0.3175253437022636,7834.0,28035.0,23592,0.2869299585424394,0.07844212835984643
01:25:00,12718,0.2939261369417032,-0.16805128540590042,7834.0,28035.0,16001,-0.32176161410647675,-0.3148497045474009
01:26:00,35150,1.7637993395187923,1.539556390434217,7834.0,35150.0,16347,0.02162364852196741,-0.1300622638497153
01:27:00,12135,-0.6547652916073969,0.2332317073170731,7834.0,35150.0,19144,0.17110173120450245,0.10041961257688103
01:28:00,13626,0.12286773794808403,0.7393413326525402,7834.0,35150.0,21893,0.14359590472210604,0.19425049094479596
01:29:00,12274,-0.09922207544400408,0.24875368806592735,7834.0,35150.0,14420,-0.3413419814552596,-0.38877585622244826
01:30:00,13823,0.12620172722828737,0.08688473030350674,7834.0,35150.0,16209,0.12406380027739261,0.012999187550778002
01:31:00,9093,-0.34218331765897414,-0.7413086770981507,7834.0,35150.0,15857,-0.021716330433709685,-0.029974918945372186
01:32:00,10633,0.1693610469591993,-0.12377420683971985,7834.0,35150.0,13715,-0.13508229803872107,-0.28358754701211863
01:33:00,7282,-0.315150945170695,-0.4655805078526347,7282.0,35150.0,14887,0.08545388261028064,-0.3200109624080757
01:34:00,16379,1.2492447129909365,0.3344467981098256,7282.0,35150.0,16240,0.09088466447235843,0.12621359223300965
01:35:00,13825,-0.15593137554185232,0.00014468639224474167,7282.0,35150.0,15665,-0.03540640394088668,-0.03356160157936949
01:36:00,12028,-0.12998191681735982,0.3227757615748379,7282.0,35150.0,13698,-0.12556654963293967,-0.1361543797691871
01:37:00,17490,0.454107083471899,0.6448791498166087,7282.0,35150.0,16118,0.1766681267338297,0.17520962449872401
01:38:00,14375,-0.17810177244139513,0.9740455918703652,7282.0,35150.0,19398,0.20349919344831857,0.30301605427554246
01:39:00,11625,-0.19130434782608696,-0.29024970999450517,7282.0,35150.0,14500,-0.2525002577585318,-0.1071428571428571
01:40:00,9817,-0.15552688172043005,-0.28990958408679923,7282.0,35150.0,15487,0.06806896551724129,-0.011362910947973148
01:41:00,9569,-0.025262300091677736,-0.20443964083804456,7282.0,35150.0,15663,0.011364370116872191,0.14345159877354363
01:42:00,12398,0.29564217786602565,-0.2911377930245854,7282.0,35150.0,22988,0.46766264444870087,0.4262315423749845
01:43:00,12332,-0.005323439264397489,-0.1421217391304348,7282.0,35150.0,11942,-0.48051157125456756,-0.38436952263119906
01:44:00,12283,-0.003973402530003223,0.0566021505376344,7282.0,35150.0,18597,0.5572768380505777,0.28255172413793095
01:45:00,12410,0.010339493609053063,0.26413364571661413,7282.0,35150.0,10733,-0.4228639027800183,-0.3069671337250597
01:46:00,15437,0.24391619661563246,0.6132302225937925,7282.0,35150.0,14931,0.391130159321718,-0.04673434208006133
01:47:00,12028,-0.22083306341905806,-0.029843523148894935,7282.0,35150.0,12088,-0.19040921572567138,-0.4741604315294936
01:48:00,9688,-0.19454605919521117,-0.214401556925073,7282.0,35150.0,15062,0.24602911978821962,0.2612627700552672
01:49:00,9098,-0.06090008257638313,-0.2593014735813727,7282.0,35150.0,13243,-0.12076749435665912,-0.28789589718771846
01:50:00,12974,0.4260276983952518,0.04544721998388401,7282.0,35150.0,13938,0.05248055576531008,0.29861175812913454
01:51:00,10611,-0.1821334977647603,-0.3126255101379801,7282.0,35150.0,15004,0.07648156119959815,0.004889156787891036
01:52:00,33799,2.185279427009707,1.8100266045892917,7282.0,35150.0,15384,0.02532657957877893,0.27266710787557913
01:53:00,11611,-0.656469126305512,0.19849298100743185,7282.0,35150.0,12610,-0.18031721268850753,-0.16279378568583192
01:54:00,25022,1.1550254069416934,1.7502747856671794,7282.0,35150.0,18230,0.44567803330689926,0.37657630446273505
01:55:00,14509,-0.42015026776436737,0.11831355017727763,7282.0,35150.0,14481,-0.20565002742731764,0.038958243650452085
01:56:00,11519,-0.2060789854573024,0.08557157666572435,7282.0,35150.0,14480,-6.905600441953208e-05,-0.03492402026126362
01:57:00,9907,-0.13994270335966663,-0.7068848190774875,7282.0,35150.0,11553,-0.20214088397790053,-0.24902496099843996
01:58:00,10309,0.04057736953669133,-0.1121350443544914,7282.0,35150.0,15105,0.30745260971176314,0.19785884218873906
01:59:00,21378,1.0737219904937434,-0.1456318439773,7282.0,35150.0,17364,0.14955312810327714,-0.047504114097641215
02:00:00,14310,-0.33062026382262144,-0.01371562478461641,7282.0,35150.0,23278,0.34058972586961533,0.607485670879083
02:01:00,17890,0.25017470300489175,0.5530862053997743,7282.0,35150.0,13418,-0.4235759085832116,-0.07334254143646413
02:02:00,16075,-0.10145332588038014,0.6225900878166952,7282.0,35150.0,16675,0.2427336413772545,0.4433480481260279
02:03:00,8402,-0.4773250388802488,-0.1849839945678533,7282.0,35150.0,20519,0.2305247376311843,0.3584243627937769
02:04:00,9582,0.14044275172577958,-0.5517822060061746,7282.0,35150.0,15627,-0.2384131780301184,-0.10003455425017282
02:05:00,11405,0.19025255687747866,-0.20300489168413693,7282.0,35150.0,13900,-0.11051385422665894,-0.4028696623421256
02:06:00,12438,0.09057430951337131,-0.304751257685858,7282.0,35150.0,25114,0.8067625899280575,0.8716649277090476
02:07:00,26577,1.1367583212735166,0.6533125972006222,7282.0,35150.0,17122,-0.3182288763239627,0.026806596701649088
02:08:00,20989,-0.21025698912593593,1.4980956915020234,7282.0,35150.0,12851,-0.2494451582759023,-0.37370242214532867
02:09:00,23361,0.11301157749297253,1.4380087664370693,7282.0,35150.0,19043,0.48183020776593266,0.21859601970947717
02:10:00,28474,0.21886905526304523,1.496624287593161,7282.0,35150.0,19226,0.00960983038386809,0.3831654676258993
02:11:00,14576,-0.4880944019105149,0.17189258723267398,7282.0,35150.0,14110,-0.26609799230209097,-0.43816198136497575
02:12:00,8559,-0.4128018660812294,-0.6779546224178801,7282.0,35150.0,13645,-0.032955350815024764,-0.20307207101974067
02:13:00,13431,0.5692253767963547,-0.36009338224784415,7282.0,35150.0,18520,0.35727372663979473,0.44113298575986315
02:14:00,50937,2.792494974313156,1.1804289199948634,7282.0,50937.0,14639,-0.20955723542116633,-0.23126608202489107
02:15:00,32810,-0.3558709778746294,0.15227927231860638,7282.0,50937.0,15033,0.02691440672177059,-0.2180900863414127
02:16:00,18015,-0.45092959463578175,0.2359357848518111,7282.0,50937.0,18874,0.2555045566420542,0.3376328844790928
02:17:00,15194,-0.1565917291146267,0.7752073840401916,7282.0,50937.0,14134,-0.25113913319910985,0.0358373030414072
02:18:00,14501,-0.04561010925365272,0.07966644330280692,7282.0,50937.0,13183,-0.06728456204895994,-0.2881749460043197
02:19:00,22048,0.5204468657333976,-0.5671515794020063,7282.0,50937.0,11363,-0.13805658803003873,-0.2237857777170572
02:20:00,21036,-0.045899854862119005,-0.35885400792441324,7282.0,50937.0,13361,0.17583384669541502,-0.11122197831437508
02:21:00,10233,-0.5135482030804335,-0.4319733555370524,7282.0,50937.0,14173,0.06077389416959811,-0.249072798558864
02:22:00,13728,0.3415420697742597,-0.09648545478478343,7282.0,50937.0,17600,0.24179778451986178,0.24522428187349643
02:23:00,12376,-0.09848484848484851,-0.14654161781946073,7282.0,50937.0,12079,-0.31369318181818184,-0.08374421603580373
02:24:00,13865,0.12031351001939239,-0.3711447750362845,7282.0,50937.0,10136,-0.16085768689461044,-0.10798204699463165
02:25:00,14860,0.0717634331049406,-0.29359193763072833,7282.0,50937.0,11572,0.1416732438831887,-0.13389716338597413
02:26:00,12213,-0.17812920592193804,0.19349164467897983,7282.0,50937.0,15197,0.3132561354994816,0.07225005291751918
02:27:00,9385,-0.23155653811512322,-0.31636072261072257,7282.0,50937.0,20997,0.38165427386984274,0.19301136363636373
02:28:00,8533,-0.09078316462440061,-0.31052036199095023,7282.0,50937.0,13665,-0.34919274182026006,0.13130226012087087
02:29:00,11252,0.3186452595804523,-0.1884601514605121,7282.0,50937.0,15367,0.12455177460665934,0.5160812943962114
02:30:00,14905,0.3246533949520085,0.00302826379542398,7282.0,50937.0,16069,0.04568230624064551,0.38861043899066705
02:31:00,9888,-0.33659845689365986,-0.1903709162367968,7282.0,50937.0,19211,0.19553176924513038,0.2641310785023361
02:32:00,12177,0.23149271844660202,0.2974960042621204,7282.0,50937.0,16174,-0.15808651293529752,-0.22969948087822067
02:33:00,10989,-0.09756097560975607,0.2878237431149655,7282.0,50937.0,15641,-0.032954123902559695,0.14460300036589824
02:34:00,11341,0.032032032032031976,0.007909704941343687,7282.0,50937.0,14060,-0.1010804935745796,-0.08505238498080303
02:35:00,10898,-0.03906181112776652,-0.26883596108688357,7282.0,50937.0,22291,0.5854196301564722,0.3872051776712926
02:36:00,12079,0.10836850798311626,0.22158171521035608,7282.0,50937.0,16316,-0.26804539948858286,-0.15069491437197435
02:37:00,9175,-0.24041725308386452,-0.2465303440913197,7282.0,50937.0,16603,0.017590095611669465,0.026524050945962552
02:38:00,12944,0.4107901907356948,0.1779051779051779,7282.0,50937.0,15052,-0.09341685237607666,-0.03765743878268657
02:39:00,9331,-0.2791254635352287,-0.1772330482320783,7282.0,50937.0,19637,0.3046106829657189,0.3966571834992887
02:40:00,14753,0.5810738398885436,0.3537346302073776,7282.0,50937.0,18779,-0.043693028466670114,-0.1575523753981427
02:41:00,10719,-0.2734359113400664,-0.11259210199519831,7282.0,50937.0,16236,-0.1354172213642899,-0.004903162539838246
02:42:00,9066,-0.15421214665547156,-0.011880108991825566,7282.0,50937.0,18611,0.14627987188962788,0.12094199843401787
02:43:00,7829,-0.1364438561658946,-0.39516378244746597,7282.0,50937.0,18517,-0.005050776422545811,0.2302019665160775
02:44:00,10389,0.32698939839059915,0.11338548922945013,7282.0,50937.0,18544,0.0014581195658043278,-0.055660233233182255
02:45:00,19875,0.9130811435171817,0.3471836236697621,7282.0,50937.0,34903,0.882172131147541,0.8586186697907237
02:46:00,14970,-0.2467924528301887,0.3965855023789533,7282.0,50937.0,28305,-0.18903819155946477,0.7433481152993349
02:47:00,15090,0.008016032064128265,0.6644606221045666,7282.0,50937.0,22465,-0.20632397102985334,0.20708183332437802
02:48:00,11155,-0.26076872100728965,0.4248307574402861,7282.0,50937.0,36208,0.6117516136211885,0.955392342172058
02:49:00,9721,-0.12855221873599287,-0.06429877755318125,7282.0,50937.0,21274,-0.41245028722934163,0.14721742881794642
02:50:00,11841,0.2180845592017282,-0.40422641509433965,7282.0,50937.0,16007,-0.2475792046629689,-0.5413861272669971
02:51:00,9472,-0.20006756186132924,-0.36726786907147624,7282.0,50937.0,15882,-0.007809083525957439,-0.4388977212506624
02:52:00,14035,0.4817356418918919,-0.06991385023194163,7282.0,50937.0,30000,0.8889308651303363,0.3354106387714222
02:53:00,12598,-0.102386889918062,0.1293590318242941,7282.0,50937.0,25350,-0.15500000000000003,-0.2998784798939461
02:54:00,11081,-0.12041593903794257,0.1399033021294105,7282.0,50937.0,18766,-0.259723865877712,-0.1178903826266805
02:55:00,25868,1.3344463496074361,1.1846127860822566,7282.0,50937.0,20486,0.09165512096344464,0.2798150809021054
02:56:00,12514,-0.5162362764805938,0.3211570945945945,7282.0,50937.0,19602,-0.0431514204822806,0.23422742727616175
02:57:00,11608,-0.07239891321719671,-0.17292483078019238,7282.0,50937.0,14786,-0.24568921538618504,-0.5071333333333333
02:58:00,14760,0.2715368711233632,0.17161454199079218,7282.0,50937.0,14384,-0.027187880427431366,-0.4325838264299803
02:59:00,12944,-0.12303523035230357,0.16812562043136903,7282.0,50937.0,16470,0.1450222469410456,-0.1223489289139934
03:00:00,29010,1.2411928306551299,0.12146281119529911,7282.0,50937.0,31270,0.8986035215543413,0.5264082788245632
03:01:00,22123,-0.2374008962426749,0.76785999680358,7282.0,50937.0,33504,0.07144227694275673,0.709213345576982
03:02:00,28489,0.287754825294942,1.4542556857339766,7282.0,50937.0,44531,0.3291248806112703,2.0117002569998648
03:03:00,28098,-0.01372459545789606,0.9036585365853658,7282.0,50937.0,70052,0.5731063753340369,3.870133481646274
03:04:00,24883,-0.11442095522813012,0.922357849196539,7282.0,50937.0,37811,-0.4602438188774054,1.2957498482088647
03:05:00,38271,0.5380380179238837,0.3192347466390899,7282.0,50937.0,43070,0.13908650921689447,0.37735849056603765
03:06:00,19326,-0.4950223406757075,-0.12642950775211315,7282.0,50937.0,45045,0.04585558393313205,0.34446633237822355
03:07:00,21334,0.10390147987167553,-0.2511495664993506,7282.0,50937.0,32096,-0.2874680874680875,-0.27924367294693586
03:08:00,23496,0.10134058310677796,-0.1637838992099082,7282.0,50937.0,62307,0.9412699401794615,-0.11056072631759262
03:09:00,15868,-0.32465100442628536,-0.36229554314190415,7282.0,50937.0,33265,-0.4661113518545268,-0.1202295628256328
03:10:00,18687,0.1776531383917317,-0.5117190562044368,7282.0,50937.0,30274,-0.08991432436494817,-0.29709774785233345
03:11:00,16050,-0.14111414352223473,-0.16951257373486495,7282.0,50937.0,27786,-0.08218273105635199,-0.3831501831501831
03:12:00,21976,0.36922118380062297,0.030092809599699955,7282.0,50937.0,21885,-0.21237313755128484,-0.31813933200398803
03:13:00,21029,-0.04309246450673465,-0.10499659516513449,7282.0,50937.0,21820,-0.002970070824765858,-0.6497985780088915
03:14:00,23793,0.13143753863712027,0.49943282077136386,7282.0,50937.0,19293,-0.1158111824014666,-0.4200210431384338
03:15:00,25558,0.0741814819484723,0.36768876759244384,7282.0,50937.0,26218,0.35893847509459387,-0.13397634934267033
03:16:00,21317,-0.16593630174505047,0.3281619937694704,7282.0,50937.0,22280,-0.1502021511938363,-0.19815734542575403
03:17:00,16684,-0.21733827461650324,-0.2408081543502002,7282.0,50937.0,23955,0.07517953321364446,0.09458533241946543
03:18:00,15776,-0.05442339966434906,-0.2497978981406629,7282.0,50937.0,30586,0.27681068670423703,0.40174152153987164
03:19:00,26899,0.7050583164300204,0.13054259656201395,7282.0,50937.0,45848,0.4989864643954751,1.3764059503446844
03:20:00,13976,-0.48042678166474595,-0.45316534940136166,7282.0,50937.0,34065,-0.25700139591694293,0.2992981920817759
03:21:00,13105,-0.062321121923297085,-0.3852324435896233,7282.0,50937.0,32150,-0.05621605753706149,0.44299820466786355
03:22:00,13788,0.05211751239984741,-0.17357947734356272,7282.0,50937.0,31466,-0.021275272161741854,0.313546232519307
03:23:00,13128,-0.04786771105308962,-0.16784989858012167,7282.0,50937.0,25965,-0.17482361914447342,-0.15108219446805726
03:24:00,16797,0.27947897623400375,-0.3755529945351128,7282.0,50937.0,15875,-0.38860003851338343,-0.6537471645437096
03:25:00,14207,-0.15419420134547834,0.016528334287349677,7282.0,50937.0,18299,0.1526929133858268,-0.46282107735212097
03:26:00,11619,-0.1821637221088196,-0.11339183517741325,7282.0,50937.0,14768,-0.19296136400896224,-0.5406531881804044
03:27:00,13630,0.17307857819089412,-0.011459239918769959,7282.0,50937.0,15564,0.05390032502708553,-0.5053708765016207
03:28:00,15752,0.15568598679383716,0.19987812309567343,7282.0,50937.0,21971,0.4116551015163197,-0.15382245330252264
03:29:00,18430,0.170010157440325,0.09721974162052738,7282.0,50937.0,21956,-0.0006827181284420059,0.3830551181102362
03:30:00,29670,0.6098752034725989,1.0884071232491026,7282.0,50937.0,21950,-0.00027327382036801406,0.19951909940433898
03:31:00,33947,0.14415234243343455,1.921680006885274,7282.0,50937.0,14518,-0.3385876993166287,-0.01692849404117014
03:32:00,16999,-0.4992488290570596,0.24717534849596468,7282.0,50937.0,25239,0.7384625981540156,0.6216268311488049
03:33:00,17285,0.016824519089358114,0.09732097511427118,7282.0,50937.0,24128,-0.04401917667102495,0.0981748668699649
03:34:00,19368,0.12050911194677472,0.05089527943570271,7282.0,50937.0,27343,0.13324767904509294,0.24535434505374387
03:35:00,12185,-0.3708694754233788,-0.5893158072126727,7282.0,50937.0,19290,-0.29451779248802257,-0.12118451025056942
03:36:00,14790,0.21378744357816992,-0.5643208530945297,7282.0,50937.0,17625,-0.08631415241057538,0.21401019424163104
03:37:00,14954,0.011088573360378717,-0.12030119418789342,7282.0,50937.0,18528,0.05123404255319142,-0.26589801497682164
03:38:00,17502,0.17038919352681559,0.012554237778420685,7282.0,50937.0,19853,0.07151338514680483,-0.1771800397877984
03:39:00,18843,0.07661981487829972,-0.02710656753407681,7282.0,50937.0,21304,0.07308719085276794,-0.22086091504224115
03:40:00,16411,-0.12906649684232874,0.3468198604842019,7282.0,50937.0,21452,0.006947052196770498,0.1120787973043027
03:41:00,14230,-0.13289866552921825,-0.03786342123056119,7282.0,50937.0,18471,-0.1389614022002611,0.04800000000000004
03:42:00,15561,0.09353478566409001,0.04059114618162374,7282.0,50937.0,18651,0.009745005684586694,0.006638601036269343
03:43:00,15038,-0.033609665188612525,-0.14078391041023885,7282.0,50937.0,17862,-0.042303361750040236,-0.10028711026041404
03:44:00,12897,-0.14237265593828963,-0.31555484795414745,7282.0,50937.0,19582,0.09629380808420107,-0.08082989110026284
03:45:00,17100,0.32588974180041874,0.04198403509840953,7282.0,50937.0,18368,-0.0619957103462363,-0.1437628193175462
03:46:00,19690,0.15146198830409352,0.3836964160224876,7282.0,50937.0,17417,-0.05177482578397208,-0.057062422175301775
03:47:00,14358,-0.2707973590655155,-0.07730865625602468,7282.0,50937.0,22648,0.3003387494976173,0.21430486301002638
03:48:00,14289,-0.004805683242791514,-0.04980715520680945,7282.0,50937.0,47175,1.0829653832567998,1.6410816257977832
03:49:00,10563,-0.2607600251942054,-0.18097231914398693,7282.0,50937.0,18662,-0.6044091149973503,-0.04698192217342456
03:50:00,12317,0.16605131118053573,-0.27970760233918124,7282.0,50937.0,20197,0.08225270603365131,0.09957534843205584
03:51:00,20104,0.6322156369245757,0.0210259014728289,7282.0,50937.0,19822,-0.018567113927811074,0.13808348165585338
